"data_id" "activity_type" "subject_id" "direction" "mean of means of acceleration on body over time" "mean of means of gravitational acceleration signal over time" "mean of means of jerk on body over time" "mean of means of gyroscopic acceleration on body over time" "mean of means of gyroscopic jerk on body over time" "mean of standard deviations of acceleration on body over time" "mean of standard deviations of gravitational acceleration signal over time" "mean of standard deviations of jerk on body over time" "mean of standard deviations of gyroscopic acceleration on body over time" "mean of standard deviations of gyroscopic jerk on body over time" "mean of means of body acceleration frequency signal" "mean of means of jerk frequency signals" "mean of means of gyroscopic frequency signal of body" "mean of standard deviations of acceleration frequency signal" "mean of standard deviations of jerk frequency signal" "mean of standard deviations of gyroscopic frequency signal of body"
"walking_upstairs-2-Y" "walking_upstairs" "2" "Y" -0.0214121132045833 -0.41459246 -0.13767 0.22175365 -0.035256492 0.108027279889583 -0.94089643 -0.14657494 -0.48841211 -0.7336138 0.00992445881854167 -0.14946272 -0.54910158 0.0848802791083333 -0.2051175 -0.45777938
"walking_upstairs-2-Z" "walking_upstairs" "2" "Z" -0.152513899520833 -0.040303941 -0.32857225 0.052679773 0.001352029 -0.112121021220833 -0.61817194 -0.65208598 -0.19901602 -0.50709511 -0.281001986202083 -0.60133241 -0.24289617 -0.09454497643125 -0.70338256 -0.25828448
"walking_upstairs-20-X" "walking_upstairs" "20" "X" 0.252098317156863 0.86682619 0.1255607 0.12473221 -0.18189704 -0.116088676011765 -0.73582112 -0.32196093 -0.60850362 -0.5040809 -0.140439074776471 -0.37628916 -0.49302208 -0.108444759592157 -0.3251771 -0.64517104
"walking_upstairs-20-Y" "walking_upstairs" "20" "Y" -0.0282258047588235 -0.36697929 0.65442163 -0.2557752 -0.077807488 0.15219632835098 -0.66631071 -0.38687199 -0.26389475 -0.5756738 -0.0293832440223529 -0.40076238 -0.33333603 0.16454675022549 -0.41403474 -0.22921865
"walking_upstairs-20-Z" "walking_upstairs" "20" "Z" -0.121023947784314 -0.20853059 0.22826169 -0.12528652 0.10219247 -0.229249455098039 -0.61861058 -0.56262192 -0.093152564 -0.33429268 -0.318431522156863 -0.50559351 -0.066275208 -0.242438965196078 -0.61953358 -0.18499119
"walking_upstairs-21-X" "walking_upstairs" "21" "X" 0.265194544680851 0.83338956 0.38536545 0.34126854 -0.27513158 -0.240808282276596 -0.82176173 -0.48300036 -0.59593536 -0.6686497 -0.319169340234043 -0.50290936 -0.54181596 -0.213184048 -0.50785551 -0.61433348
"walking_upstairs-21-Y" "walking_upstairs" "21" "Y" -0.0237218695148936 -0.39194561 -0.31969314 -0.44460365 -0.00049648045 0.109787469104255 -0.78175536 -0.2489935 -0.53231727 -0.65969974 0.0221598658106383 -0.21544854 -0.49632509 0.0823434279595745 -0.34972534 -0.55932594
"walking_upstairs-21-Z" "walking_upstairs" "21" "Z" -0.125414265340426 -0.29247906 -0.27869013 -0.15723246 -0.031287479 -0.219707928574468 -0.90163652 -0.64588629 -0.13730351 -0.59758302 -0.321712974042553 -0.61447737 -0.33097965 -0.22716417293617 -0.67520838 -0.16152306
"walking_upstairs-22-X" "walking_upstairs" "22" "X" 0.248391534566667 0.94774192 -0.013860551 0.64199969 0.088555197 0.0835738640921429 -0.91371591 -0.09320111 -0.41595595 -0.43464512 -0.0553996485285714 -0.14699985 -0.29275781 0.132048813464286 -0.11673552 -0.45538897
"walking_upstairs-22-Y" "walking_upstairs" "22" "Y" -0.0268622561133333 -0.30566266 0.25094682 -0.64311276 -0.17112621 0.250067523738095 -0.80290444 -0.12521851 -0.50382566 -0.72659431 0.13068653882619 -0.12722859 -0.53175716 0.230058772192857 -0.18644385 -0.49073746
"walking_upstairs-22-Z" "walking_upstairs" "22" "Z" -0.117550861738095 0.019890075 -0.35485266 -0.039654687 -0.16898991 -0.109613216345238 -0.73843381 -0.49733884 -0.28742662 -0.5375983 -0.228019952309524 -0.48073543 -0.31219191 -0.116753339559524 -0.51138677 -0.34453114
"walking_upstairs-23-X" "walking_upstairs" "23" "X" 0.249995171031373 0.93311079 0.45906484 0.46681947 -0.22176864 -0.243887818513725 -0.83923235 -0.38554687 -0.60084162 -0.44537339 -0.272605689568627 -0.36934194 -0.41195659 -0.234309548019608 -0.46190421 -0.66397415
"walking_upstairs-23-Y" "walking_upstairs" "23" "Y" -0.0323844029237255 -0.14626132 -0.33573882 -0.46401527 -0.072739943 0.0448435785868627 -0.81259929 -0.43344817 -0.18080134 -0.44003129 -0.0769773944803922 -0.3977594 -0.17516146 0.0380597405498039 -0.52487811 -0.19010394
"walking_upstairs-23-Z" "walking_upstairs" "23" "Z" -0.126890616782353 -0.2026282 -0.7937797 -0.07020064 0.046466781 0.10080118935098 -0.5911619 -0.35668559 -0.16711775 -0.5491473 -0.070577489272549 -0.28231151 -0.24162741 0.104508755759412 -0.43015783 -0.22016584
"walking_upstairs-24-X" "walking_upstairs" "24" "X" 0.269881106779661 0.95891939 -0.13717346 -0.036661294 0.010777639 -0.344399351355932 -0.89864802 -0.49599637 -0.68034723 -0.62218458 -0.395790553898305 -0.55941759 -0.56717404 -0.326165553050847 -0.47634481 -0.71664908
"walking_upstairs-24-Y" "walking_upstairs" "24" "Y" -0.0251979434569492 -0.17052906 0.056501621 -0.08133732 0.010062665 -0.116804488966102 -0.86999736 -0.40567251 -0.56702839 -0.66522817 -0.252412541966102 -0.43745002 -0.57646343 -0.107787679328814 -0.41021507 -0.56429834
"walking_upstairs-24-Z" "walking_upstairs" "24" "Z" -0.114248610966102 -0.17618727 -0.036057295 0.023111278 0.097674464 -0.255601012881356 -0.74787748 -0.51945934 -0.29644662 -0.61742994 -0.312792211016949 -0.48964397 -0.39320096 -0.28314344338983 -0.54652361 -0.33171372
"walking_upstairs-25-X" "walking_upstairs" "25" "X" 0.277995411384615 0.91533998 -0.13734283 0.49639012 -0.40006682 -0.459775646153846 -0.92517284 -0.62081886 -0.34999691 -0.68530567 -0.521649838769231 -0.63065246 -0.30815154 -0.437975786923077 -0.64430867 -0.36784885
"walking_upstairs-25-Y" "walking_upstairs" "25" "Y" -0.0269863524264615 -0.13795621 0.084003236 -0.17123312 0.14101881 -0.223086808769231 -0.90544951 -0.62940987 -0.37499287 -0.8372066 -0.380150805384615 -0.65187493 -0.60279234 -0.199988428584615 -0.62915469 -0.27301448
"walking_upstairs-25-Z" "walking_upstairs" "25" "Z" -0.126210440292308 0.2795645 0.24179616 0.43429112 -0.030251855 -0.296523975076923 -0.72686018 -0.80015919 -0.63485864 -0.7678632 -0.542931828 -0.76535879 -0.6352006 -0.237296741292308 -0.83592642 -0.66798375
"walking_upstairs-26-X" "walking_upstairs" "26" "X" 0.272691394545455 0.96633228 0.032474054 0.042293963 0.099629465 -0.169006952418182 -0.93953961 -0.35105932 -0.59345264 -0.32089436 -0.242820756127273 -0.37005173 -0.34407001 -0.142843838381818 -0.38891851 -0.68248681
"walking_upstairs-26-Y" "walking_upstairs" "26" "Y" -0.0281633797398182 -0.19750988 0.038595633 -0.19163857 -0.10922851 -0.0491726302763636 -0.69869214 -0.19249898 -0.53693931 -0.72510978 -0.185528313272727 -0.17385109 -0.57313305 -0.0439473073581818 -0.27628705 -0.51910671
"walking_upstairs-26-Z" "walking_upstairs" "26" "Z" -0.121943461236364 0.037549081 -0.31789306 0.021947503 0.031871041 -0.404596936545455 -0.76062421 -0.67854108 -0.092282213 -0.47949831 -0.499502759272727 -0.63624032 -0.14621232 -0.400902256363636 -0.72040202 -0.15820828
"walking_upstairs-27-X" "walking_upstairs" "27" "X" 0.265770253921569 0.96799516 0.005901867 0.49433305 -0.30197602 -0.295439547254902 -0.91365967 -0.37668833 -0.67717954 -0.62779281 -0.417607401176471 -0.39350706 -0.51719625 -0.253504065686275 -0.41463011 -0.73112752
"walking_upstairs-27-Y" "walking_upstairs" "27" "Y" -0.0200953324078431 -0.19082313 -0.15619742 -0.15778665 0.11569078 -0.0950104077 -0.92455063 -0.29859876 -0.53961253 -0.71623691 -0.249688517843137 -0.28489678 -0.5445583 -0.0794059822941176 -0.36795524 -0.53976746
"walking_upstairs-27-Z" "walking_upstairs" "27" "Z" -0.123530438196078 -0.12392743 0.15743199 -0.1138137 0.03399481 -0.23070787672549 -0.79280404 -0.61285931 -0.25868893 -0.67201905 -0.418886395098039 -0.55657567 -0.43277852 -0.197338870980392 -0.66984446 -0.27762702
"walking_upstairs-28-X" "walking_upstairs" "28" "X" 0.262005841764706 0.89761531 0.0040277563 -0.54369072 0.18214911 -0.242062430294118 -0.82962197 -0.41679907 -0.46870705 -0.51109903 -0.266101343372549 -0.44224137 -0.32618514 -0.233726643921569 -0.44163794 -0.51390382
"walking_upstairs-28-Y" "walking_upstairs" "28" "Y" -0.0279443943478431 -0.28425733 0.056131204 0.49184123 0.017698423 -0.146753877035294 -0.74191283 -0.41602479 -0.42689536 -0.72579571 -0.190589069119608 -0.41807346 -0.5371069 -0.178554981115686 -0.45596373 -0.37221971
"walking_upstairs-28-Z" "walking_upstairs" "28" "Z" -0.121514025692157 -0.2456364 0.3178232 0.33438442 -0.10470773 -0.28598691372549 -0.81652089 -0.6850002 -0.30179015 -0.67501664 -0.401732939215686 -0.64350436 -0.47858924 -0.281685159607843 -0.72603792 -0.31663149
"walking_upstairs-29-X" "walking_upstairs" "29" "X" 0.265423066877551 0.93678378 0.0066423596 0.32936498 -0.1640487 -0.0867715569693878 -0.92992495 -0.30579449 -0.51081075 -0.49417355 -0.109793480008163 -0.33484106 -0.41628664 -0.0790625306306122 -0.3367224 -0.54128487
"walking_upstairs-29-Y" "walking_upstairs" "29" "Y" -0.0299465312326531 -0.1624668 -0.095315153 -0.37470108 -0.042909544 -0.122128287642857 -0.87304864 -0.40345256 0.086181943 -0.74618133 -0.196011503540816 -0.42347091 -0.43601498 -0.141258066657755 -0.42196231 0.30115655
"walking_upstairs-29-Z" "walking_upstairs" "29" "Z" -0.118000587840816 0.16491125 -0.10989451 0.21041961 -0.094784297 0.0995443502346939 -0.665079 -0.64985272 -0.51116141 -0.58492924 -0.320487882857143 -0.61191452 -0.45372092 0.203057836877551 -0.68632335 -0.57618138
"walking_upstairs-3-X" "walking_upstairs" "3" "X" 0.260819873067797 0.91875957 0.10652535 0.25671397 -0.1296897 -0.313123437627119 -0.87410345 -0.58539994 -0.7115397 -0.65526295 -0.392004211474576 -0.60259682 -0.66722742 -0.285333024050847 -0.6039685 -0.72621318
"walking_upstairs-3-Y" "walking_upstairs" "3" "Y" -0.0324109410555932 -0.34508795 0.42197244 -0.25816231 -0.073352052 0.0116280813372881 -0.71747128 -0.46119393 -0.69110551 -0.8721137 -0.0788094156644068 -0.51813319 -0.77242608 -0.00803987529661017 -0.43467723 -0.65213012
"walking_upstairs-3-Z" "walking_upstairs" "3" "Z" -0.110064863437288 -0.15338932 -0.023811482 -0.073977483 -0.30171475 -0.369754604067797 -0.92844395 -0.76298065 -0.56886409 -0.66164757 -0.504494528474576 -0.7422328 -0.51611886 -0.350797226271186 -0.78177563 -0.62695263
"walking_upstairs-30-X" "walking_upstairs" "30" "X" 0.271415642261538 0.95847458 0.3258629 0.49932609 -0.17662741 -0.350504475230769 -0.92210182 -0.63022831 -0.71719946 -0.79055507 -0.420402828153846 -0.65462828 -0.68996203 -0.326260358153846 -0.63720575 -0.72720905
"walking_upstairs-30-Y" "walking_upstairs" "30" "Y" -0.0253311698786154 -0.20780071 -0.44373951 -0.12163067 -0.083612293 -0.127311157607692 -0.87273804 -0.68762322 -0.1640836 -0.79303514 -0.297813768569231 -0.70521354 -0.50287561 -0.104299180318462 -0.68891221 -0.016781666
"walking_upstairs-30-Z" "walking_upstairs" "30" "Z" -0.124697493775385 -0.048457011 0.10761901 0.12500882 0.039485377 0.0249468034966154 -0.82036278 -0.81510704 -0.32890911 -0.73723843 -0.36751984 -0.80571162 -0.45041185 0.121447414920923 -0.82241925 -0.35485411
"walking_upstairs-4-X" "walking_upstairs" "4" "X" 0.270876696730769 0.9525714 0.16443398 -0.023021161 -0.011784278 -0.204933042903846 -0.95180147 -0.42226436 -0.70143076 -0.69014918 -0.294488270365385 -0.4356616 -0.61670557 -0.173217219014423 -0.45988832 -0.72828681
"walking_upstairs-4-Y" "walking_upstairs" "4" "Y" -0.0319804295729615 -0.22221705 -0.035077615 -0.21950604 0.062966368 -0.0666899105180769 -0.74694727 -0.47881673 -0.61987985 -0.85227915 -0.117109161492308 -0.47127332 -0.70021772 -0.101434446040385 -0.52678635 -0.580305
"walking_upstairs-4-Z" "walking_upstairs" "4" "Z" -0.114219455519231 0.12376385 -0.27421275 -0.013439658 -0.19496817 -0.372137777692308 -0.77973841 -0.74748954 -0.23360054 -0.59288167 -0.524655722692308 -0.7179835 -0.31970146 -0.345109817692308 -0.77575353 -0.27738277
"walking_upstairs-5-X" "walking_upstairs" "5" "X" 0.268459469914894 0.97594949 -0.017375333 0.39873529 -0.34252098 -0.0457237779851064 -0.89931318 -0.22127775 -0.53931727 -0.34751798 -0.161485339978723 -0.32924242 -0.3360935 -0.00473819670425532 -0.18212542 -0.60635321
"walking_upstairs-5-Y" "walking_upstairs" "5" "Y" -0.0325269755153191 -0.15005925 -0.12232264 -0.2297458 -0.088351744 0.185022459476596 -0.57555334 -0.29008128 -0.46958169 -0.67011465 0.0728903158085106 -0.36163969 -0.58487262 0.165037631180851 -0.25881148 -0.41305999
"walking_upstairs-5-Z" "walking_upstairs" "5" "Z" -0.107471453914894 -0.020364413 -0.007544806 -0.073341008 -0.13576572 -0.308938978787234 -0.88940574 -0.67450061 -0.22605021 -0.29400862 -0.457470676808511 -0.68648161 -0.20658323 -0.28925665906383 -0.66252772 -0.30322204
"walking_upstairs-6-X" "walking_upstairs" "6" "X" 0.268229355098039 0.96024849 0.060695193 -0.65162024 0.01397724 -0.0501350188513725 -0.92885933 -0.19525308 -0.56043169 -0.3827733 -0.131075372803922 -0.30256411 -0.3839569 -0.0211335627276471 -0.15857835 -0.61785231
"walking_upstairs-6-Y" "walking_upstairs" "6" "Y" -0.0272425385070588 -0.23479495 0.069899791 0.048416904 0.073070058 0.189276117327451 -0.73829491 -0.19768663 -0.55697461 -0.69926707 0.0978035099588235 -0.29750561 -0.57271731 0.159123777172549 -0.14317125 -0.55057756
"walking_upstairs-6-Z" "walking_upstairs" "6" "Z" -0.122082438784314 0.062215814 -0.23430656 0.020974108 -0.0043643627 -0.353519514896078 -0.84958074 -0.73722277 -0.33189509 -0.47260031 -0.42724809972549 -0.71560493 -0.34710266 -0.36587418445098 -0.75677519 -0.38795766
"walking_upstairs-7-X" "walking_upstairs" "7" "X" 0.248706923078431 0.84767036 -0.20875651 -0.71269681 0.078363949 -0.29487297445098 -0.88079042 -0.48796379 -0.46827895 -0.69318712 -0.336199426470588 -0.52265483 -0.45567224 -0.279870086215686 -0.49670347 -0.47758155
"walking_upstairs-7-Y" "walking_upstairs" "7" "Y" -0.0275639005607843 -0.1621842 0.23545672 0.12239253 -0.24329118 -0.32616002254902 -0.86341397 -0.61095502 -0.46964856 -0.67242794 -0.381590523137255 -0.61943662 -0.51941493 -0.341025552941176 -0.62856075 -0.44472855
"walking_upstairs-7-Z" "walking_upstairs" "7" "Z" -0.143769688803922 -0.42275991 -0.087073128 0.63840073 -0.31608157 -0.145665025639216 -0.79801994 -0.60765929 -0.46504466 -0.76100133 -0.317461021372549 -0.58524858 -0.46344949 -0.124912269443137 -0.6274857 -0.5143211
"walking_upstairs-8-X" "walking_upstairs" "8" "X" 0.258880152048781 0.94062417 0.34164563 0.59868143 -0.016636867 -0.171712174634146 -0.92688204 -0.2824422 -0.38191566 -0.32957786 -0.166411065387805 -0.30541798 -0.19840897 -0.175284990170732 -0.3221164 -0.44022874
"walking_upstairs-8-Y" "walking_upstairs" "8" "Y" -0.0282415136341463 -0.28349655 -0.26977464 -0.54933905 -0.4388519 0.348768733170732 -0.94146334 -0.032522962 -0.040383855 -0.47442482 0.263431399878049 -0.043966996 -0.13206265 0.30540146 -0.088482766 0.0054795358
"walking_upstairs-8-Z" "walking_upstairs" "8" "Z" -0.11512211995122 0.02116382 -0.31881094 0.019787063 -0.040486722 0.121187278790244 -0.79011611 -0.54956301 -0.031319362 -0.4417651 -0.0729496941121951 -0.50141769 -0.12061406 0.133766193578049 -0.59620649 -0.092304174
"walking_upstairs-9-X" "walking_upstairs" "9" "X" 0.262436475714286 0.9802389 0.16218823 -1 0.043105288 -0.36144437755102 -0.94113932 -0.51390052 -0.54721387 -0.73556059 -0.342735952653061 -0.54223173 -0.5374279 -0.369815777346939 -0.52700825 -0.55489424
"walking_upstairs-9-Y" "walking_upstairs" "9" "Y" -0.0195101099975714 -0.092266572 -0.22874692 0.20838714 -0.12058732 -0.302206203816327 -0.88487169 -0.72436374 -0.57469067 -0.77547155 -0.405022798163265 -0.71848088 -0.62441212 -0.297641062755102 -0.75229515 -0.5495678
"walking_upstairs-9-Z" "walking_upstairs" "9" "Z" -0.125219003959184 -0.099530936 0.14135792 0.41232573 0.10711563 -0.253434083542857 -0.85144839 -0.76689154 -0.32655256 -0.76752406 -0.384710423408163 -0.73921143 -0.48712071 -0.244081808302041 -0.79336597 -0.34314338
